KEY	VALUE	COMMENTS
__id	jp
am.lastname	Marion
am.lastname	Mayo
am.lastname	Robison
am.lastname	Underwood


		ENGLISH START HERE

en.adj.eth	イングランド	
en.noun.sing.m	イングランド人	
en.noun.sing.f	イングランド人	
en.noun.pl	イングランド人	
		
en.firstname.m	John
en.firstname.m	William
en.firstname.m	George
en.firstname.m	James
en.firstname.m	Thomas
en.firstname.m	Ronald
en.firstname.m	Kenneth
en.firstname.m	Robert
en.firstname.m	Arthur
en.firstname.m	Frederick
en.firstname.m	Peter
en.firstname.m	Edward
en.firstname.m	Albert
en.firstname.m	Charles
en.firstname.m	Leslie
en.firstname.m	Joseph
en.firstname.m	Stanley
en.firstname.m	Eric
en.firstname.m	Frank
en.firstname.m	Dennis
en.firstname.m	David
en.firstname.m	Norman
en.firstname.m	Ernest
en.firstname.m	Henry
en.firstname.m	Leonard
en.firstname.m	Harold
en.firstname.m	Alfred
en.firstname.m	Raymond
en.firstname.m	Donald
en.firstname.m	Harry
en.firstname.m	Reginald
en.firstname.m	Richard
en.firstname.m	Jack
en.firstname.m	Walter
en.firstname.m	Cyril
en.firstname.m	Geoffrey
en.firstname.m	Alan
en.firstname.m	Douglas
en.firstname.m	Gordon
en.firstname.m	Michael
en.firstname.m	Roy
en.firstname.m	Bernard
en.firstname.m	Francis
en.firstname.m	Patrick
en.firstname.m	Sidney
en.firstname.m	Herbert
en.firstname.m	Maurice
en.firstname.m	Clifford
en.firstname.m	Anthony
en.firstname.m	Victor
en.firstname.m	Gerald
en.firstname.m	Derek
en.firstname.m	Philip
en.firstname.m	Alexander
en.firstname.m	Wilfred
en.firstname.m	Edwin
en.firstname.m	Samuel
en.firstname.m	Denis
en.firstname.m	Sydney
en.firstname.m	Cecil
en.firstname.m	Colin
en.firstname.m	Lawrence
en.firstname.m	Fred
en.firstname.m	Ralph
en.firstname.m	Desmond
en.firstname.m	Brian
en.firstname.m	Percy
en.firstname.m	Terence
en.firstname.m	Christopher
en.firstname.m	Horace
en.firstname.m	Hugh
en.firstname.m	Daniel
en.firstname.m	Andrew
en.firstname.m	Derrick
en.firstname.m	Allan
en.firstname.m	Stephen
en.firstname.m	Ivor
en.firstname.m	Vincent
en.firstname.m	Trevor
en.firstname.m	Basil
en.firstname.m	Arnold
en.firstname.m	Roland
en.firstname.m	Benjamin
en.firstname.m	Edgar
en.firstname.m	Ian
en.firstname.m	Keith
en.firstname.m	Hubert
en.firstname.m	Paul
en.firstname.m	Martin
en.firstname.m	Lionel
en.firstname.m	Mohammed
en.firstname.m	Graham
en.firstname.m	Howard
en.firstname.m	Alec
en.firstname.m	Gilbert
en.firstname.m	Edmund
en.firstname.m	Ivan
en.firstname.m	Lewis
en.firstname.m	Owen
en.firstname.m	Laurence

en.firstname.f	Margaret
en.firstname.f	Mary
en.firstname.f	Joan
en.firstname.f	Joyce
en.firstname.f	Dorothy
en.firstname.f	Kathleen
en.firstname.f	Doris
en.firstname.f	Irene
en.firstname.f	Elizabeth
en.firstname.f	Eileen
en.firstname.f	Betty
en.firstname.f	Jean
en.firstname.f	Marjorie
en.firstname.f	Gladys
en.firstname.f	Doreen
en.firstname.f	Vera
en.firstname.f	Elsie
en.firstname.f	Barbara
en.firstname.f	Winifred
en.firstname.f	Edna
en.firstname.f	Audrey
en.firstname.f	Edith
en.firstname.f	Florence
en.firstname.f	Phyllis
en.firstname.f	Lilian
en.firstname.f	Hilda
en.firstname.f	Olive
en.firstname.f	Annie
en.firstname.f	Violet
en.firstname.f	Alice
en.firstname.f	Patricia
en.firstname.f	Ivy
en.firstname.f	Muriel
en.firstname.f	Iris
en.firstname.f	Evelyn
en.firstname.f	Peggy
en.firstname.f	Catherine
en.firstname.f	Ethel
en.firstname.f	Beryl
en.firstname.f	Gwendoline
en.firstname.f	Ellen
en.firstname.f	Sylvia
en.firstname.f	Sheila
en.firstname.f	Rose
en.firstname.f	Constance
en.firstname.f	Frances
en.firstname.f	Lily
en.firstname.f	Freda
en.firstname.f	Marion
en.firstname.f	Nancy
en.firstname.f	Grace
en.firstname.f	Beatrice
en.firstname.f	Sarah
en.firstname.f	Agnes
en.firstname.f	Ruth
en.firstname.f	May
en.firstname.f	Nora
en.firstname.f	Brenda
en.firstname.f	Jessie
en.firstname.f	Pamela
en.firstname.f	Anne
en.firstname.f	Helen
en.firstname.f	Marie
en.firstname.f	Mabel
en.firstname.f	Eva
en.firstname.f	Maria
en.firstname.f	Ruby
en.firstname.f	Nellie
en.firstname.f	Hazel
en.firstname.f	Emily
en.firstname.f	Josephine
en.firstname.f	Daphne
en.firstname.f	Jane
en.firstname.f	Ada
en.firstname.f	Pauline
en.firstname.f	Ann
en.firstname.f	Enid
en.firstname.f	Gertrude
en.firstname.f	Rita
en.firstname.f	June
en.firstname.f	Stella
en.firstname.f	Norah
en.firstname.f	Mavis
en.firstname.f	Thelma
en.firstname.f	Mildred
en.firstname.f	Bridget
en.firstname.f	Monica
en.firstname.f	Daisy
en.firstname.f	Eleanor
en.firstname.f	Lillian
en.firstname.f	Alma
en.firstname.f	Lucy
en.firstname.f	Dora
en.firstname.f	Christine
en.firstname.f	Maureen
en.firstname.f	Janet
en.firstname.f	Rosemary
en.firstname.f	Hannah
en.firstname.f	Sybil
en.firstname.f	Amy			

en.lastname	Corbyn
en.lastname	Smith
en.lastname	Brown
en.lastname	Taylor
en.lastname	Johnson
en.lastname	Walker
en.lastname	Wright
en.lastname	Thompson
en.lastname	Robinson
en.lastname	White
en.lastname	Hall
en.lastname	Green
en.lastname	Martin
en.lastname	Wood
en.lastname	Harris
en.lastname	Clarke
en.lastname	Jackson
en.lastname	Clark
en.lastname	Turner
en.lastname	Hill
en.lastname	Moore
en.lastname	Cooper
en.lastname	Ward
en.lastname	King
en.lastname	Watson
en.lastname	Harrison
en.lastname	Baker
en.lastname	Young
en.lastname	Allen
en.lastname	Anderson
en.lastname	Mitchell
en.lastname	Bell
en.lastname	Lee
en.lastname	Parker
en.lastname	Davis
en.lastname	Bennett
en.lastname	Miller
en.lastname	Shaw
en.lastname	Cook
en.lastname	Richardson
en.lastname	Marshall
en.lastname	Collins
en.lastname	Carter
en.lastname	Bailey
en.lastname	Gray
en.lastname	Cox
en.lastname	Adams
en.lastname	Wilkinson
en.lastname	Foster
en.lastname	Chapman
en.lastname	Russell
en.lastname	Mason
en.lastname	Webb
en.lastname	Rogers
en.lastname	Hunt
en.lastname	Holmes
en.lastname	Mills
en.lastname	Palmer
en.lastname	Matthews
en.lastname	Fisher
en.lastname	Barnes
en.lastname	Knight
en.lastname	Harvey
en.lastname	Jenkins
en.lastname	Barker
en.lastname	Butler
en.lastname	Pearson
en.lastname	Stevens
en.lastname	Dixon
en.lastname	Hunter
en.lastname	Fletcher
en.lastname	Elliott
en.lastname	Andrews
en.lastname	Reynolds
en.lastname	Fox
en.lastname	Howard
en.lastname	Ford
en.lastname	Bradley
en.lastname	Saunders
en.lastname	Payne
en.lastname	Armstrong
en.lastname	West
en.lastname	Walsh
en.lastname	Pearce
en.lastname	Day
en.lastname	Dawson
en.lastname	Brooks
en.lastname	Atkinson
en.lastname	Cole
en.lastname	Lawrence
en.lastname	Burns
en.lastname	Ball
en.lastname	Burton
en.lastname	Williamson
en.lastname	Spencer
en.lastname	Booth
en.lastname	Rose
en.lastname	Webster
en.lastname	Perry
en.lastname	Watts
en.lastname	Hales
en.lastname	Raw
en.lastname	Cahill
en.lastname	McKerrow
en.lastname	Farrell
en.lastname	Dias

		GERMANS START HERE

de.adj.eth	ドイツ	
de.noun.sing.m	ドイツ人	
de.noun.sing.f	ドイツ人	
de.noun.pl	ドイツ人	

de.firstname.m	Hans
de.firstname.m	Günter
de.firstname.m	Karl
de.firstname.m	Heinz
de.firstname.m	Werner
de.firstname.m	Gerhard
de.firstname.m	Walter
de.firstname.m	Kurt
de.firstname.m	Horst
de.firstname.m	Helmut
de.firstname.m	Herbert
de.firstname.m	Ernst
de.firstname.m	Rudolf
de.firstname.m	Willi
de.firstname.m	Rolf
de.firstname.m	Erich
de.firstname.m	Heinrich
de.firstname.m	Otto
de.firstname.m	Wilhelm
de.firstname.m	Alfred
de.firstname.m	Hermann
de.firstname.m	Paul
de.firstname.m	Erwin
de.firstname.m	Wolfgang
de.firstname.m	Klaus
de.firstname.m	Fritz
de.firstname.m	Friedrich
de.firstname.m	Harald
de.firstname.m	Franz
de.firstname.m	Georg
de.firstname.m	Peter
de.firstname.m	Egon
de.firstname.m	Bruno
de.firstname.m	Gerd
de.firstname.m	Harry
de.firstname.m	Johannes
de.firstname.m	Richard
de.firstname.m	Jürgen
de.firstname.m	Bernhard
de.firstname.m	Josef
de.firstname.m	Johann
de.firstname.m	Joachim
de.firstname.m	Sigfried
de.firstname.m	Manfred
de.firstname.m	Robert
de.firstname.m	Albert
de.firstname.m	Adolf
de.firstname.m	Lothar
de.firstname.m	Max
de.firstname.m	Gustav
de.firstname.m	Ewald
de.firstname.m	Reinhold
de.firstname.m	Martin
de.firstname.m	Artur
de.firstname.m	Henri
de.firstname.m	Karlheinz
de.firstname.m	Edgar
de.firstname.m	Rudi
de.firstname.m	Ulrich
de.firstname.m	Reinhard
de.firstname.m	Waldemar
de.firstname.m	Emil
de.firstname.m	Arnold
de.firstname.m	Dietrich
de.firstname.m	Arno
de.firstname.m	Eberhard
de.firstname.m	Theodor
de.firstname.m	Erhard
de.firstname.m	Dieter
de.firstname.m	Alexander
de.firstname.m	Edmund
de.firstname.m	Eduard
de.firstname.m	Hugo
de.firstname.m	Uwe
de.firstname.m	Konrad
de.firstname.m	Alfons
de.firstname.m	Ludwig
de.firstname.m	August
de.firstname.m	Hubert
de.firstname.m	Oskar
de.firstname.m	Wilfried
de.firstname.m	Anton
de.firstname.m	Norbert
de.firstname.m	Christian
de.firstname.m	Gottfried
de.firstname.m	Victor
de.firstname.m	Fred
de.firstname.m	Leo
de.firstname.m	Bodo
de.firstname.m	Michael
de.firstname.m	Johnny
de.firstname.m	Berthold
de.firstname.m	Ralf
de.firstname.m	Jakob
de.firstname.m	Alois
de.firstname.m	Ferdinand
de.firstname.m	Alwin
de.firstname.m	John
de.firstname.m	Julius
de.firstname.m	Jan

de.firstname.f	Ursula
de.firstname.f	Ilse
de.firstname.f	Hildegard
de.firstname.f	Gerda
de.firstname.f	Ingeborg
de.firstname.f	Irmgard
de.firstname.f	Helga
de.firstname.f	Gertrud
de.firstname.f	Lieselotte
de.firstname.f	Edith
de.firstname.f	Erika
de.firstname.f	Elfriede
de.firstname.f	Gisela
de.firstname.f	Elisabeth
de.firstname.f	Ruth
de.firstname.f	Anneliese
de.firstname.f	Margarethe
de.firstname.f	Margot
de.firstname.f	Erna
de.firstname.f	Hertha
de.firstname.f	Maria
de.firstname.f	Inge
de.firstname.f	Anna
de.firstname.f	Käthe
de.firstname.f	Waltraud
de.firstname.f	Ingrid
de.firstname.f	Charlotte
de.firstname.f	Eva
de.firstname.f	Martha
de.firstname.f	Else
de.firstname.f	Irma
de.firstname.f	Lisa
de.firstname.f	Marianne
de.firstname.f	Annemarie
de.firstname.f	Frieda
de.firstname.f	Hannelore
de.firstname.f	Carla
de.firstname.f	Elli
de.firstname.f	Anni
de.firstname.f	Helene
de.firstname.f	Lotte
de.firstname.f	Christa
de.firstname.f	Christel
de.firstname.f	Hedwig
de.firstname.f	Johanna
de.firstname.f	Luise
de.firstname.f	Hilde
de.firstname.f	Wilma
de.firstname.f	Irene
de.firstname.f	Dorothea
de.firstname.f	Renate
de.firstname.f	Anita
de.firstname.f	Marie
de.firstname.f	Ingeburg
de.firstname.f	Vera
de.firstname.f	Rosemarie
de.firstname.f	Jutta
de.firstname.f	Elsa
de.firstname.f	Gretea
de.firstname.f	Emma
de.firstname.f	Rita
de.firstname.f	Ellen
de.firstname.f	Klaraa
de.firstname.f	Thea
de.firstname.f	Marga
de.firstname.f	Anne
de.firstname.f	Ella
de.firstname.f	Emmi
de.firstname.f	Hannah
de.firstname.f	Lore
de.firstname.f	Elsbeth
de.firstname.f	Lidia
de.firstname.f	Olga
de.firstname.f	Katharina
de.firstname.f	Agnes
de.firstname.f	Magda
de.firstname.f	Brigitte
de.firstname.f	Dora
de.firstname.f	Paula
de.firstname.f	Eleonore
de.firstname.f	Hilda
de.firstname.f	Alice
de.firstname.f	Edeltraud
de.firstname.f	Hella
de.firstname.f	Berta
de.firstname.f	Sonja
de.firstname.f	Magdalena
de.firstname.f	Sigrid
de.firstname.f	Margareta
de.firstname.f	Lilly
de.firstname.f	Gretchen
de.firstname.f	Rosa
de.firstname.f	Gertraud
de.firstname.f	Barbara
de.firstname.f	Magdalene
de.firstname.f	Brunhilde
de.firstname.f	Meta
de.firstname.f	Walli
de.firstname.f	Traute

de.lastname	Müller
de.lastname	Schmidt
de.lastname	Schneider
de.lastname	Fischer
de.lastname	Meyer
de.lastname	Weber
de.lastname	Wagner
de.lastname	Becker
de.lastname	Schulz
de.lastname	Hoffmann
de.lastname	Schäfer
de.lastname	Koch
de.lastname	Bauer
de.lastname	Richter
de.lastname	Klein
de.lastname	Schröder
de.lastname	Wolf
de.lastname	Neumann
de.lastname	Schwarz
de.lastname	Zimmermann
de.lastname	Krüger
de.lastname	Braun
de.lastname	Hofmann
de.lastname	Schmitz
de.lastname	Hartmann
de.lastname	Lange
de.lastname	Schmitt
de.lastname	Werner
de.lastname	Krause
de.lastname	Meier
de.lastname	Schmid
de.lastname	Lehmann
de.lastname	Schulze
de.lastname	Maier
de.lastname	Köhler
de.lastname	Herrmann
de.lastname	Walter
de.lastname	Körtig
de.lastname	Mayer
de.lastname	Huber
de.lastname	Kaiser
de.lastname	Fuchs
de.lastname	Peters
de.lastname	Möller
de.lastname	Scholz
de.lastname	Lang
de.lastname	Weiß
de.lastname	Jung
de.lastname	Hahn
de.lastname	Vogel
de.lastname	Friedrich
de.lastname	Günther
de.lastname	Keller
de.lastname	Schubert
de.lastname	Berger
de.lastname	Frank
de.lastname	Roth
de.lastname	Beck
de.lastname	Winkler
de.lastname	Lorenz
de.lastname	Baumann
de.lastname	Albrecht
de.lastname	Ludwig
de.lastname	Franke
de.lastname	Simon
de.lastname	Böhm
de.lastname	Schuster
de.lastname	Schumacher
de.lastname	Kraus
de.lastname	Winter
de.lastname	Otto
de.lastname	Krämer
de.lastname	Stein
de.lastname	Vogt
de.lastname	Martin
de.lastname	Jäger
de.lastname	Groß
de.lastname	Sommer
de.lastname	Brandt
de.lastname	Haas
de.lastname	Heinrich
de.lastname	Seidel
de.lastname	Schreiber
de.lastname	Schulte
de.lastname	Graf
de.lastname	Dietrich
de.lastname	Ziegler
de.lastname	Engel
de.lastname	Kühn
de.lastname	Kuhn
de.lastname	Pohl
de.lastname	Horn
de.lastname	Thomas
de.lastname	Busch
de.lastname	Wolff
de.lastname	Sauer
de.lastname	Bergmann
de.lastname	Pfeiffer
de.lastname	Voigt
de.lastname	Ernst

		POLES START HERE

pl.adj.eth	ポーランド	
pl.noun.sing.m	ポーランド人	
pl.noun.sing.f	ポーランド人	
pl.noun.pl	ポーランド人	

pl.firstname.m	Jakub
pl.firstname.m	Antoni
pl.firstname.m	Szymon
pl.firstname.m	Jan
pl.firstname.m	Filip
pl.firstname.m	Kacper
pl.firstname.m	Aleksander
pl.firstname.m	Franciszek
pl.firstname.m	Mikołaj
pl.firstname.m	Wojciech
pl.firstname.m	Adam
pl.firstname.m	Michał
pl.firstname.m	Wiktor
pl.firstname.m	Piotr
pl.firstname.m	Igor
pl.firstname.m	Mateusz
pl.firstname.m	Bartosz
pl.firstname.m	Stanisław
pl.firstname.m	Nikodem
pl.firstname.m	Dawid
pl.firstname.m	Miłosz
pl.firstname.m	Maksymilian
pl.firstname.m	Karol
pl.firstname.m	Oskar
pl.firstname.m	Maciej
pl.firstname.m	Tomasz
pl.firstname.m	Natan
pl.firstname.m	Krzysztof
pl.firstname.m	Fabian
pl.firstname.m	Hubert
pl.firstname.m	Paweł
pl.firstname.m	Ignacy
pl.firstname.m	Julian
pl.firstname.m	Kamil
pl.firstname.m	Gabriel
pl.firstname.m	Bartłomiej
pl.firstname.m	Ksawery
pl.firstname.m	Sebastian
pl.firstname.m	Adrian
pl.firstname.m	Olaf
pl.firstname.m	Łukasz
pl.firstname.m	Błażej
pl.firstname.m	Marcin
pl.firstname.m	Kuba
pl.firstname.m	Artur
pl.firstname.m	Grzegorz
pl.firstname.m	Damian
pl.firstname.m	Przemysław
pl.firstname.m	Rafał
pl.firstname.m	Tobiasz
pl.firstname.m	Konrad
pl.firstname.m	Emil
pl.firstname.m	Radosław
pl.firstname.m	Nataniel
pl.firstname.m	Marek
pl.firstname.m	Robert
pl.firstname.m	Witold
pl.firstname.m	Tadeusz
pl.firstname.m	Jerzy
pl.firstname.m	Mieszko
pl.firstname.m	Andrzej
pl.firstname.m	Ryszard
pl.firstname.m	Jacek
pl.firstname.m	Leonard
pl.firstname.m	Konstanty
pl.firstname.m	Józef
pl.firstname.m	Feliks
pl.firstname.m	Henryk
pl.firstname.m	Teodor
pl.firstname.m	Cyprian
pl.firstname.m	Dariusz
pl.firstname.m	Ernest
pl.firstname.m	Florian
pl.firstname.m	Ludwik
pl.firstname.m	Mariusz
pl.firstname.m	Lucjan
pl.firstname.m	Fryderyk
pl.firstname.m	Władysław
pl.firstname.m	Szczepan
pl.firstname.m	Nicolas
pl.firstname.m	Sylwester
pl.firstname.m	Sławomir
pl.firstname.m	Zbigniew
pl.firstname.m	Oleg
pl.firstname.m	Jarosław
pl.firstname.m	Nikolas
pl.firstname.m	Janusz
pl.firstname.m	Benjamin
pl.firstname.m	Roman
pl.firstname.m	Korneliusz
pl.firstname.m	Bolesław
pl.firstname.m	Oscar
pl.firstname.m	Leszek
pl.firstname.m	Maxymilian
pl.firstname.m	Bronisław
pl.firstname.m	Martin
pl.firstname.m	Zygmunt
pl.firstname.m	Wincenty
pl.firstname.m	Nathaniel
