KEY	VALUE	COMMENTS
en.lastname	クラーク	
en.lastname	ジャクソン	
en.lastname	クラーク	
en.lastname	ターナー	
en.lastname	ヒル	
en.lastname	ムーア	
en.lastname	クーパー	
en.lastname	ウォード	
en.lastname	キング	
en.lastname	ワトソン	
en.lastname	ハリスン	
en.lastname	ベイカー	
en.lastname	ヤング	
en.lastname	アレン	
en.lastname	アンダーソン	
en.lastname	ミッチェル	
en.lastname	ベル	
en.lastname	リー	
en.lastname	パーカー	
en.lastname	デイヴィス	
en.lastname	ベネット	
en.lastname	ミラー	
en.lastname	ショー	
en.lastname	クック	
en.lastname	リチャードソン	
en.lastname	マーシャル	
en.lastname	コリンズ	
en.lastname	カーター	
en.lastname	ベイリー	
en.lastname	グレイ	
en.lastname	コックス	
en.lastname	アダムス	
en.lastname	ウィルキンソン	
en.lastname	フォスター	
en.lastname	チャプマン	
en.lastname	ラッセル	
en.lastname	メイスン	
en.lastname	ウェブ	
en.lastname	ロジャース	
en.lastname	ハント	
en.lastname	ホームズ	
en.lastname	ミルズ	
en.lastname	パーマー	
en.lastname	マシューズ	
en.lastname	フィッシャー	
en.lastname	バーンズ	
en.lastname	ナイト	
en.lastname	ハーヴェイ	
en.lastname	ジェンキンス	
en.lastname	バーカー	
en.lastname	バトラー	
en.lastname	ピアソン	
en.lastname	スティーヴンズ	
en.lastname	ディクソン	
en.lastname	ハンター	
en.lastname	フレッチャー	
en.lastname	エリオット	
en.lastname	アンドリューズ	
en.lastname	レイノルズ	
en.lastname	フォックス	
en.lastname	ハワード	
en.lastname	フォード	
en.lastname	ブラッドリー	
en.lastname	サンダース	
en.lastname	ペイン	
en.lastname	アームストロング	
en.lastname	ウェスト	
en.lastname	ウォルシュ	
en.lastname	ピアース	
en.lastname	デイ	
en.lastname	ドーソン	
en.lastname	ブルックス	
en.lastname	アトキンソン	
en.lastname	コール	
en.lastname	ローレンス	
en.lastname	バーンズ	
en.lastname	ボール	
en.lastname	バートン	
en.lastname	ウィリアムソン	
en.lastname	スペンサー	
en.lastname	ブース	
en.lastname	ローズ	
en.lastname	ウェブスター	
en.lastname	ペリー	
en.lastname	ワッツ	
en.lastname	ヘイルズ	
en.lastname	ロー	
en.lastname	ケーヒル	
en.lastname	マッケロー	
en.lastname	ファレル	
en.lastname	ディアス	
		
		GERMANS START HERE
		
de.adj.eth	ドイツ	
de.noun.sing.m	ドイツ人	
de.noun.sing.f	ドイツ人	
de.noun.pl	ドイツ人	
		
de.firstname.m	ハンス	
de.firstname.m	ギュンター	
de.firstname.m	カール	
de.firstname.m	ハインツ	
de.firstname.m	ウェルナー	
de.firstname.m	ゲルハルト 	
de.firstname.m	ヴァルター	
de.firstname.m	クルト	
de.firstname.m	ホルスト	
de.firstname.m	ヘルムート	
de.firstname.m	ヘルベルト 	
de.firstname.m	エルンスト	
de.firstname.m	ルドルフ	
de.firstname.m	ヴィリー	
de.firstname.m	ロルフ	
de.firstname.m	エーリヒ	
de.firstname.m	ハインリヒ	
de.firstname.m	オットー	
de.firstname.m	ヴィルヘルム	
de.firstname.m	アルフレッド	
de.firstname.m	ヘルマン	
de.firstname.m	パウル	
de.firstname.m	エルヴィン	
de.firstname.m	ヴォルフガング	
de.firstname.m	クラウス	
de.firstname.m	フリッツ	
de.firstname.m	フリードリヒ	
de.firstname.m	ハラルト	
de.firstname.m	フランツ	
de.firstname.m	ゲオルグ	
de.firstname.m	ペーター	
de.firstname.m	エゴン	
de.firstname.m	ブルーノ	
de.firstname.m	ゲルト	
de.firstname.m	ハリー	
de.firstname.m	ヨハネス	
de.firstname.m	リヒャルト	
de.firstname.m	ユルゲン	
de.firstname.m	ベルンハルト 	
de.firstname.m	ヨーゼフ	
de.firstname.m	ヨハン	
de.firstname.m	ヨアヒム	
de.firstname.m	ジークフリート	
de.firstname.m	マンフレート	
de.firstname.m	ローベルト	
de.firstname.m	アルベルト	
de.firstname.m	アドルフ	
de.firstname.m	ロタール	
de.firstname.m	マックス	
de.firstname.m	グスタフ	
de.firstname.m	エヴァルト	
de.firstname.m	ラインホルト	
de.firstname.m	マルティン	
de.firstname.m	アルトゥール	
de.firstname.m	ヘンリ	
de.firstname.m	カールハインツ	
de.firstname.m	エドガー	
de.firstname.m	ルディ	
de.firstname.m	ウルリヒ	
de.firstname.m	ラインハルト	
de.firstname.m	ヴァルデマー 	
de.firstname.m	エミール	
de.firstname.m	アーノルド	
de.firstname.m	ディートリヒ	
de.firstname.m	アルノ	
de.firstname.m	エーベルハルト	
de.firstname.m	テオドール	
de.firstname.m	エルハルト	
de.firstname.m	ディーター	
de.firstname.m	アレクサンダー	
de.firstname.m	エドムント	
de.firstname.m	エドゥアルト	
de.firstname.m	ヒューゴ	
de.firstname.m	ウーヴェ	
de.firstname.m	コンラート	
de.firstname.m	アルフォンス	
de.firstname.m	ルートヴィヒ	
de.firstname.m	オーギュスト	
de.firstname.m	フーベルト	
de.firstname.m	オスカー	
de.firstname.m	ヴィルフリート	
de.firstname.m	アントン	
de.firstname.m	ノルベルト	
de.firstname.m	クリスチャン	
de.firstname.m	ゴットフリート	
de.firstname.m	ヴィクトール	
de.firstname.m	フレッド	
de.firstname.m	レオ	
de.firstname.m	ボード	
de.firstname.m	ミヒャエル	
de.firstname.m	ジョニー	
de.firstname.m	ベルトルト	
de.firstname.m	ラルフ	
de.firstname.m	ヤコブ	
de.firstname.m	アロイス	
de.firstname.m	フェルディナンド	
de.firstname.m	アルヴィン	
de.firstname.m	ジョン	
de.firstname.m	ユリウス	
de.firstname.m	ヤン	
		
de.firstname.f	ウルスラ	
de.firstname.f	イルゼ	
de.firstname.f	ヒルデガルト	
de.firstname.f	ゲルダ	
de.firstname.f	インゲボルク 	
de.firstname.f	イルムガルト 	
de.firstname.f	ヘルガ	
de.firstname.f	ゲルトルート	
de.firstname.f	リーゼロッテ	
de.firstname.f	エーディト 	
de.firstname.f	エリカ	
de.firstname.f	エルフリード	
de.firstname.f	ギーゼラ	
de.firstname.f	エリザベート	
de.firstname.f	ルート	
de.firstname.f	アンネリーゼ	
de.firstname.f	マルガレーテ	
de.firstname.f	マーゴット	
de.firstname.f	エルナ	
de.firstname.f	ヘルタ	
de.firstname.f	マリア	
de.firstname.f	インゲ	
de.firstname.f	アンナ	
de.firstname.f	ケーテ	
de.firstname.f	ヴァルトラウト 	
de.firstname.f	イングリッド	
de.firstname.f	シャルロッテ	
de.firstname.f	エヴァ	
de.firstname.f	マルタ	
de.firstname.f	エルゼ	
de.firstname.f	イルマ	
de.firstname.f	リザ	
de.firstname.f	マリアンネ	
de.firstname.f	アンネマリー 	
de.firstname.f	フリーダ	
de.firstname.f	ハンネローレ	
de.firstname.f	カルラ	
de.firstname.f	エリー	
de.firstname.f	アンニ	
de.firstname.f	ヘレーネ	
de.firstname.f	ロッテ	
de.firstname.f	クリスタ	
de.firstname.f	クリステル	
de.firstname.f	ヘドウィグ	
de.firstname.f	ヨハンナ	
de.firstname.f	ルイーゼ	
de.firstname.f	ヒルデ	
de.firstname.f	ヴィルマ	
de.firstname.f	イレーネ	
de.firstname.f	ドロテア	
de.firstname.f	レナーテ	
de.firstname.f	アニタ	
de.firstname.f	マリー	
de.firstname.f	インゲボルク 	
de.firstname.f	ヴェラ	
de.firstname.f	ローズマリー	
de.firstname.f	ユッタ	
de.firstname.f	エルザ	
de.firstname.f	グレタ	
de.firstname.f	エマ	
de.firstname.f	リタ	
de.firstname.f	エレン	
de.firstname.f	クラーラ	
de.firstname.f	テア	
de.firstname.f	マルガ	
de.firstname.f	アンネ	
de.firstname.f	エラ	
de.firstname.f	エミ	
de.firstname.f	ハンナ	
de.firstname.f	ローレ	
de.firstname.f	エルスベス 	
de.firstname.f	リディア	
de.firstname.f	オルガ	
de.firstname.f	カタリーナ	
de.firstname.f	アグネス	
de.firstname.f	マグダ	
de.firstname.f	ブリギッテ 	
de.firstname.f	ドーラ	
de.firstname.f	ポーラ	
de.firstname.f	エレオノーレ 	
de.firstname.f	ヒルダ	
de.firstname.f	アリス	
de.firstname.f	エーデルトラウト 	
de.firstname.f	ヘラ	
de.firstname.f	ベルタ	
de.firstname.f	ソーニャ	
de.firstname.f	マグダレナ	
de.firstname.f	ジークリット	
de.firstname.f	マルガレータ	
de.firstname.f	リリー	
de.firstname.f	グレッチェン	
de.firstname.f	ローザ	
de.firstname.f	ゲルトルート	
de.firstname.f	バルバラ	
de.firstname.f	マグダレーネ	
de.firstname.f	ブリュンヒルデ	
de.firstname.f	メータ	
de.firstname.f	ヴァーリ	
de.firstname.f	トラウテ	
		
de.lastname	ミュラー	
de.lastname	シュミット	
de.lastname	シュナイダー	
de.lastname	フィッシャー	
de.lastname	マイヤー	
de.lastname	ウェーバー	
de.lastname	ワグナー	
de.lastname	ベッカー	
de.lastname	シュルツ	
de.lastname	ホフマン	
de.lastname	シェーファー	
de.lastname	コッホ	
de.lastname	バウアー	
de.lastname	リヒター	
de.lastname	クレイン	
de.lastname	シュローダー	
de.lastname	ヴォルフ	
de.lastname	ノイマン	
de.lastname	シュワルツ	
de.lastname	ジマーマン	
de.lastname	クリューゲル 	
de.lastname	ブラウン	
de.lastname	ホフマン	
de.lastname	シュミット	
de.lastname	ハルトマン	
de.lastname	ランゲ	
de.lastname	シュミット	
de.lastname	ヴェルナー	
de.lastname	クラウゼ	
de.lastname	マイヤー	
de.lastname	シュミット	
de.lastname	リーマン	
de.lastname	シュルツ	
de.lastname	マイヤー	
de.lastname	ケーラー	
de.lastname	ヘルマン	
de.lastname	ヴァルター	
de.lastname	ケーニヒ	
de.lastname	マイヤー	
de.lastname	フーバー	
de.lastname	カイゼル	
de.lastname	フックス	
de.lastname	ペータース	
de.lastname	ミュラー	
de.lastname	ショルツ	
de.lastname	ラング	
de.lastname	ヴァイス	
